Date,Open,High,Low,Close,Volume
2022-02-14,1690.0,1718.55,1678.25,1682.2,7459637
2022-02-15,1699.0,1746.75,1690.45,1738.25,4669915
2022-02-16,1738.25,1755.45,1726.85,1733.3,5350642
2022-02-17,1744.0,1749.0,1720.3,1724.8,3937950
2022-02-18,1710.0,1722.5,1703.5,1706.95,5602215
2022-02-21,1701.0,1737.3,1691.5,1730.7,5120890
2022-02-22,1699.9,1751.0,1691.05,1734.35,8878515
2022-02-23,1750.0,1758.25,1733.4,1742.85,5478811
2022-02-24,1690.1,1714.95,1670.5,1678.15,13592379
2022-02-25,1715.0,1728.15,1677.0,1694.6,9737281
2022-02-28,1682.2,1728.05,1665.0,1715.6,15076542
2022-03-02,1710.0,1714.4,1691.0,1702.8,6771489
2022-03-03,1720.2,1733.9,1705.55,1720.85,7344147
2022-03-04,1695.25,1736.0,1681.0,1723.3,9074499
2022-03-07,1697.0,1751.0,1696.0,1739.85,9742588
2022-03-08,1718.45,1800.0,1718.45,1778.2,10984500
2022-03-09,1791.0,1831.6,1791.0,1813.35,10193515
2022-03-10,1844.75,1844.75,1810.2,1825.9,6547182
2022-03-11,1814.0,1831.4,1811.0,1822.0,4758657
2022-03-14,1831.55,1895.0,1831.55,1890.7,10289724
2022-03-15,1888.35,1888.35,1830.0,1839.3,7140443
2022-03-16,1865.0,1893.95,1849.0,1889.4,5233979
2022-03-17,1923.3,1923.3,1833.05,1854.6,17731459
2022-03-21,1861.0,1886.9,1841.1,1853.05,8362085
2022-03-22,1850.0,1890.0,1839.0,1887.4,5709382
2022-03-23,1897.0,1900.0,1857.0,1872.4,6192824
2022-03-24,1856.15,1894.6,1856.15,1886.7,3784303
2022-03-25,1892.0,1894.0,1858.0,1876.55,3438588
2022-03-28,1866.0,1880.9,1852.65,1873.9,4008555
2022-03-29,1873.9,1889.4,1860.55,1886.0,3917785
2022-03-30,1910.0,1919.0,1895.0,1903.95,7795839
2022-03-31,1900.0,1913.0,1894.2,1906.85,5399145
2022-04-01,1886.85,1910.3,1878.3,1903.55,6171518
2022-04-04,1889.75,1893.0,1873.0,1882.95,7364074
2022-04-05,1883.8,1889.6,1857.15,1861.1,5472024
2022-04-06,1855.0,1857.5,1822.15,1828.85,5407453
2022-04-07,1821.05,1828.15,1807.55,1811.0,5797544
2022-04-08,1823.0,1838.0,1808.0,1814.6,5131446
2022-04-11,1814.0,1814.0,1762.55,1766.55,8248407
2022-04-12,1757.5,1757.5,1727.75,1742.45,6456184
2022-04-13,1754.95,1757.5,1732.0,1748.55,6257693
2022-04-18,1605.5,1650.0,1590.0,1621.4,30523965
2022-04-19,1636.65,1636.65,1550.0,1562.0,17044923
2022-04-20,1575.0,1596.3,1563.0,1587.7,10678747
2022-04-21,1595.0,1627.2,1589.25,1618.8,7766514
2022-04-22,1604.35,1610.7,1582.4,1585.45,8134245
2022-04-25,1572.8,1572.8,1554.1,1561.1,7000570
2022-04-26,1577.2,1592.0,1566.55,1581.0,5345435
2022-04-27,1572.75,1572.75,1550.35,1552.8,8819356
2022-04-28,1570.0,1601.8,1557.45,1582.6,9245177
2022-04-29,1590.0,1597.3,1560.8,1567.55,9831395
2022-05-02,1550.9,1552.75,1531.0,1541.0,7072627
2022-05-04,1547.25,1570.0,1530.15,1535.55,6220959
2022-05-05,1560.05,1589.4,1557.45,1585.15,6144870
2022-05-06,1550.0,1561.85,1535.05,1542.85,6171472
2022-05-09,1540.0,1586.8,1522.15,1570.35,6832202
2022-05-10,1558.0,1569.15,1546.05,1553.0,6212545
2022-05-11,1549.95,1549.95,1511.6,1526.75,7846080
2022-05-12,1514.0,1527.5,1504.3,1508.8,7034979
2022-05-13,1519.3,1529.25,1498.1,1504.4,6723761
2022-05-16,1510.0,1511.85,1478.65,1489.1,6145331
2022-05-17,1494.9,1525.0,1480.9,1518.45,6516378
2022-05-18,1522.0,1549.7,1505.3,1509.2,6594126
2022-05-19,1481.0,1484.7,1417.65,1427.15,16561140
2022-05-20,1453.0,1466.75,1446.7,1455.15,10488908
2022-05-23,1455.1,1488.0,1450.05,1468.4,5887569
2022-05-24,1468.6,1469.55,1435.25,1441.0,5693167
2022-05-25,1435.0,1442.5,1399.25,1410.45,9630092
2022-05-26,1418.0,1430.0,1407.05,1423.95,13040065
2022-05-27,1443.95,1467.0,1437.4,1461.35,8284860
2022-05-30,1487.0,1530.0,1485.0,1526.8,10904213
2022-05-31,1510.7,1518.0,1488.15,1503.6,16033857
2022-06-01,1513.0,1514.75,1472.1,1478.55,8738508
2022-06-02,1484.0,1513.85,1475.6,1508.0,7205840
2022-06-03,1524.9,1555.0,1518.0,1521.7,9395707
2022-06-06,1516.0,1536.6,1493.0,1530.05,6624883
2022-06-07,1519.85,1519.85,1502.6,1506.7,4904592
2022-06-08,1520.2,1520.2,1492.0,1500.0,4697608
2022-06-09,1485.0,1516.95,1481.5,1515.0,4361061
2022-06-10,1486.1,1493.95,1473.6,1476.8,6516436
2022-06-13,1443.6,1443.6,1411.7,1424.5,6987685
2022-06-14,1410.0,1448.9,1403.15,1440.55,6090247
2022-06-15,1440.2,1446.4,1418.85,1422.2,4651958
2022-06-16,1438.0,1443.75,1392.0,1397.2,6641772
2022-06-17,1391.05,1396.95,1367.15,1387.3,9692047
2022-06-20,1390.05,1422.35,1382.0,1414.15,4595194
2022-06-21,1424.0,1456.0,1422.75,1449.9,6270787
2022-06-22,1436.05,1459.6,1435.0,1437.25,6253366
2022-06-23,1439.8,1458.0,1433.0,1452.45,6254281
2022-06-24,1458.0,1467.5,1428.9,1441.1,6114340
2022-06-27,1468.05,1484.0,1465.15,1474.6,4511097
2022-06-28,1469.0,1488.25,1453.0,1480.15,4412178
2022-06-29,1464.7,1477.0,1457.0,1463.25,5060038
2022-06-30,1465.05,1482.0,1455.0,1461.9,9165177
2022-07-01,1454.0,1485.0,1442.35,1479.4,4651635
2022-07-04,1480.25,1492.25,1462.0,1488.0,4800224
2022-07-05,1498.8,1509.95,1472.0,1475.95,7379669
2022-07-06,1482.2,1500.0,1470.0,1491.65,5209162
2022-07-07,1503.05,1513.95,1495.7,1498.7,3323472
2022-07-08,1515.0,1516.95,1499.95,1514.45,3652582
2022-07-11,1495.0,1499.9,1466.4,1473.15,4702815
2022-07-12,1461.8,1468.6,1436.0,1438.6,4710356
2022-07-13,1450.0,1460.0,1438.6,1444.45,5264025
2022-07-14,1451.0,1452.95,1414.0,1428.85,6157606
2022-07-15,1446.0,1446.0,1410.65,1430.35,5620018
2022-07-18,1450.0,1493.6,1448.05,1489.9,5835171
2022-07-19,1471.55,1486.85,1470.1,1484.15,3418540
2022-07-20,1501.25,1525.8,1500.0,1515.3,5079392
2022-07-21,1517.0,1535.45,1503.1,1532.9,5008061
2022-07-22,1534.0,1540.0,1492.15,1506.3,7020642
2022-07-25,1480.1,1517.15,1480.1,1503.6,7859626
2022-07-26,1496.65,1496.65,1445.0,1451.15,7268273
2022-07-27,1451.0,1473.0,1445.0,1471.05,4517285
2022-07-28,1496.4,1524.45,1489.85,1517.4,6636841
2022-07-29,1532.8,1555.7,1528.0,1549.7,7009465
2022-08-01,1564.0,1564.0,1537.9,1551.05,2983249
2022-08-02,1546.55,1547.0,1528.35,1543.6,4374635
2022-08-03,1549.0,1570.0,1539.9,1566.1,6011955
2022-08-04,1587.5,1603.85,1574.95,1599.9,7402209
2022-08-05,1608.4,1625.7,1602.3,1616.65,5361971
2022-08-08,1617.0,1622.0,1596.0,1619.4,3763409
2022-08-10,1621.2,1621.2,1588.1,1602.45,4423829
2022-08-11,1630.0,1631.35,1616.0,1619.95,3462090
2022-08-12,1613.3,1614.0,1590.15,1594.1,3562286
2022-08-16,1609.0,1609.0,1591.1,1596.45,3004430
2022-08-17,1596.45,1612.0,1585.0,1606.25,4067324
2022-08-18,1594.1,1598.2,1574.0,1582.95,4635706
2022-08-19,1585.3,1604.9,1585.1,1597.1,4739884
2022-08-22,1586.0,1599.0,1574.0,1575.65,3950555
2022-08-23,1548.0,1554.5,1533.0,1542.4,5551574
2022-08-24,1535.0,1546.0,1531.0,1537.5,2888426
2022-08-25,1548.0,1548.7,1513.75,1518.15,4331088
2022-08-26,1535.15,1544.95,1517.45,1521.55,3079136
2022-08-29,1468.55,1468.55,1450.0,1461.75,8079050
2022-08-30,1473.1,1496.1,1466.0,1492.95,6725875
2022-09-01,1460.05,1468.1,1451.05,1464.2,8140604
2022-09-02,1478.0,1478.0,1448.0,1453.0,5175653
2022-09-05,1451.0,1467.0,1446.35,1461.3,3669352
2022-09-06,1461.3,1470.0,1445.45,1455.1,3428442
2022-09-07,1440.0,1465.75,1438.05,1457.65,3600574
2022-09-08,1475.0,1481.1,1463.6,1475.9,4061475
2022-09-09,1488.0,1520.0,1480.0,1511.65,4816910
2022-09-12,1525.8,1545.9,1521.15,1536.2,5494819
2022-09-13,1551.9,1553.0,1541.3,1544.95,4947158
2022-09-14,1497.0,1498.95,1472.0,1475.4,14332197
2022-09-15,1475.0,1475.2,1429.05,1432.8,12784100
2022-09-16,1425.0,1425.0,1368.35,1377.05,20464045
2022-09-19,1392.0,1406.0,1380.6,1390.3,6595241
2022-09-20,1407.95,1413.55,1385.1,1388.55,7219797
2022-09-21,1379.9,1388.8,1368.4,1377.25,7917054
2022-09-22,1366.35,1383.95,1360.0,1367.95,9168498
2022-09-23,1367.5,1394.8,1362.0,1365.45,10426200
2022-09-26,1360.0,1399.45,1355.0,1380.25,9414587
2022-09-27,1393.45,1406.5,1378.0,1393.55,8561254
2022-09-28,1379.0,1405.85,1377.0,1394.7,7022098
2022-09-29,1404.9,1409.85,1393.0,1398.65,6119965
2022-09-30,1388.95,1419.3,1376.0,1413.45,8120130
2022-10-03,1412.0,1412.0,1386.0,1393.75,4943169
2022-10-04,1419.7,1432.25,1414.0,1429.4,6631341
2022-10-06,1445.0,1459.8,1444.1,1455.15,6180672
2022-10-07,1446.35,1457.85,1440.15,1451.2,3994466
2022-10-10,1426.35,1465.0,1426.35,1462.65,5274677
2022-10-11,1462.65,1479.65,1420.1,1423.8,12824774
2022-10-12,1437.0,1441.1,1413.55,1428.7,5481467
2022-10-13,1431.0,1437.95,1415.0,1419.9,4821514
2022-10-14,1485.0,1494.0,1467.25,1474.25,14990688
2022-10-17,1476.9,1495.0,1475.5,1489.95,4286396
2022-10-18,1510.0,1510.95,1497.25,1503.7,4692004
2022-10-19,1504.0,1504.95,1481.3,1485.45,3553171
2022-10-20,1475.0,1504.0,1474.2,1500.9,4583939
2022-10-21,1500.3,1506.0,1491.35,1500.5,3594485
2022-10-24,1518.5,1521.8,1511.0,1517.85,982837
2022-10-25,1528.1,1532.9,1521.05,1526.3,3914341
2022-10-27,1530.8,1534.9,1512.5,1523.95,6760137
2022-10-28,1526.0,1527.95,1507.0,1513.25,3053981
2022-10-31,1530.25,1546.4,1530.25,1537.65,4542336
2022-11-01,1553.05,1575.0,1547.1,1573.0,4542692
2022-11-02,1572.0,1572.75,1545.0,1553.3,2938906
2022-11-03,1538.75,1543.9,1521.65,1530.75,3174027
2022-11-04,1520.45,1520.45,1501.15,1514.0,4509682
2022-11-07,1521.4,1527.9,1491.1,1507.45,4898592
2022-11-09,1529.0,1529.0,1501.1,1511.2,3334755
2022-11-10,1485.0,1512.0,1485.0,1501.95,3435763
2022-11-11,1546.65,1573.5,1546.65,1570.1,7214098
2022-11-14,1575.15,1591.4,1568.45,1585.3,4908813
2022-11-15,1577.85,1597.85,1572.75,1594.0,3497614
2022-11-16,1597.15,1609.0,1593.5,1602.8,4497697
2022-11-17,1597.2,1602.8,1582.95,1587.4,3469515
2022-11-18,1591.7,1598.0,1575.5,1593.4,3126064
2022-11-21,1582.1,1587.85,1564.05,1568.2,3071764
2022-11-22,1569.0,1588.0,1562.0,1585.05,3399329
2022-11-23,1588.9,1592.0,1579.3,1583.15,3245067
2022-11-24,1589.0,1636.0,1584.75,1629.8,5282215
2022-11-25,1631.4,1644.0,1613.8,1635.65,4563255
2022-11-28,1628.0,1653.5,1620.0,1623.4,3825766
2022-11-29,1621.2,1638.75,1615.05,1629.05,3131710
2022-11-30,1619.95,1645.75,1613.15,1634.95,11868134
