Date,Open,High,Low,Close,Volume
2023-10-27,1120.0,1136.75,1118.0,1132.9,11771084
2023-10-30,1137.0,1162.5,1135.0,1156.25,16813304
2023-10-31,1164.0,1164.0,1141.45,1143.95,12808438
2023-11-01,1144.6,1158.75,1137.6,1148.7,10309190
2023-11-02,1157.0,1162.15,1154.0,1160.1,10562104
2023-11-03,1163.6,1167.5,1157.9,1159.85,8850156
2023-11-06,1166.15,1170.0,1162.8,1169.5,10647304
2023-11-07,1167.0,1169.55,1159.8,1161.9,6960204
2023-11-08,1166.0,1170.5,1160.9,1167.95,7884494
2023-11-09,1167.9,1167.95,1152.1,1155.3,14513610
2023-11-10,1152.8,1158.2,1149.0,1157.45,7734954
2023-11-12,1163.0,1166.0,1161.25,1165.3,1419844
2023-11-13,1161.45,1162.3,1155.85,1157.3,3854810
2023-11-15,1170.0,1181.0,1163.5,1178.2,12220648
2023-11-16,1175.55,1187.1,1173.5,1180.35,13134910
2023-11-17,1176.45,1186.6,1176.0,1177.8,7758634
2023-11-20,1174.3,1179.2,1168.2,1174.7,4490186
2023-11-21,1183.0,1194.0,1180.1,1189.45,8214450
2023-11-22,1187.5,1197.2,1186.1,1194.1,8534814
2023-11-23,1194.1,1200.0,1194.1,1197.75,8531542
2023-11-24,1195.8,1201.3,1195.5,1196.95,6749486
2023-11-28,1196.95,1199.85,1187.6,1197.2,13792174
2023-11-29,1204.0,1206.0,1199.0,1200.35,12531306
2023-11-30,1197.35,1200.35,1184.95,1188.7,28439984
2023-12-01,1189.0,1198.2,1188.8,1197.15,14342842
2023-12-04,1225.0,1225.0,1199.3,1210.1,15590990
2023-12-05,1219.5,1220.4,1210.8,1218.9,12693624
2023-12-06,1223.55,1236.5,1217.5,1230.55,16422442
2023-12-07,1230.0,1230.5,1221.0,1228.5,8142096
2023-12-08,1231.9,1238.35,1222.5,1227.9,10204894
2023-12-11,1228.0,1233.8,1226.2,1229.7,7066138
2023-12-12,1230.0,1232.5,1210.1,1212.0,9197124
2023-12-13,1211.0,1219.2,1203.15,1217.0,10031182
2023-12-14,1227.0,1237.5,1221.3,1232.1,16972354
2023-12-15,1239.0,1250.0,1235.0,1247.8,15932152
2023-12-18,1247.8,1267.45,1245.5,1260.5,14165188
2023-12-19,1277.5,1286.95,1262.6,1279.05,16820604
2023-12-20,1285.5,1299.4,1260.0,1263.6,17736722
2023-12-21,1263.5,1286.75,1259.1,1281.3,13765454
2023-12-22,1279.8,1290.45,1273.8,1282.5,16541784
2023-12-26,1284.0,1296.0,1281.35,1289.0,7465664
2023-12-27,1291.0,1299.95,1286.55,1293.4,9204156
2023-12-28,1294.9,1306.0,1293.4,1302.8,12302636
2023-12-29,1305.55,1307.0,1289.65,1292.5,10864584
2024-01-01,1290.3,1303.4,1286.6,1295.1,4030540
2024-01-02,1292.5,1307.5,1286.5,1305.85,7448800
2024-01-03,1305.0,1317.0,1288.6,1291.65,9037536
2024-01-04,1294.0,1304.9,1289.55,1298.3,9612778
2024-01-05,1301.45,1309.9,1299.0,1303.85,8086406
2024-01-08,1305.0,1316.0,1284.5,1293.7,7734652
2024-01-09,1300.0,1303.4,1288.6,1290.25,5403074
2024-01-10,1288.5,1329.5,1287.5,1325.05,11102740
2024-01-11,1329.5,1362.5,1328.5,1359.9,23725852
2024-01-12,1359.9,1373.3,1345.75,1370.7,15012164
2024-01-15,1375.0,1396.45,1366.0,1394.1,8610594
2024-01-16,1390.0,1396.3,1370.5,1374.6,9069024
2024-01-17,1359.5,1386.3,1355.0,1361.6,12197382
2024-01-18,1351.4,1371.0,1351.25,1367.95,10279438
2024-01-19,1376.0,1376.0,1359.0,1367.45,10422704
2024-01-20,1365.0,1383.5,1350.0,1356.65,7283394
2024-01-23,1371.75,1371.75,1322.55,1328.6,20055420
2024-01-24,1335.2,1349.5,1323.9,1343.9,21919128
2024-01-25,1342.95,1364.15,1335.2,1353.1,11808872
2024-01-29,1364.5,1452.5,1360.2,1448.05,23893438
2024-01-30,1459.95,1460.0,1404.4,1407.6,14093978
2024-01-31,1404.0,1434.25,1402.5,1426.6,15130226
2024-02-01,1435.0,1443.35,1418.05,1426.65,13349362
2024-02-02,1433.2,1474.9,1433.2,1457.7,19652588
2024-02-05,1460.75,1470.5,1431.5,1439.0,8814432
2024-02-06,1441.85,1441.85,1419.8,1427.8,9047984
2024-02-07,1435.9,1449.5,1429.25,1442.15,9296568
2024-02-08,1450.0,1459.5,1427.5,1450.1,14694634
2024-02-09,1454.0,1472.0,1450.95,1460.75,12556798
2024-02-12,1460.75,1461.0,1442.35,1452.35,6674430
2024-02-13,1455.5,1479.0,1454.0,1465.1,7715594
2024-02-14,1457.5,1483.65,1457.5,1481.4,7117888
2024-02-15,1483.35,1484.7,1466.5,1470.6,10006782
2024-02-16,1476.5,1477.0,1458.55,1460.6,9767498
2024-02-19,1462.05,1479.5,1453.5,1474.0,6729828
2024-02-20,1475.0,1475.5,1461.8,1471.0,7117496
2024-02-21,1474.0,1488.5,1457.55,1467.7,12720292
2024-02-22,1468.15,1484.95,1458.0,1481.75,18493728
2024-02-23,1489.5,1497.55,1483.35,1493.6,14438584
2024-02-26,1493.55,1494.5,1482.5,1487.3,7513106
2024-02-27,1483.0,1499.95,1478.05,1485.65,10826044
2024-02-28,1483.0,1491.3,1450.2,1455.6,8647950
2024-02-29,1465.0,1479.0,1454.5,1460.8,23628976
2024-03-01,1463.5,1500.0,1462.5,1492.1,12132926
2024-03-02,1492.0,1500.45,1488.0,1491.1,716300
2024-03-04,1490.5,1512.45,1487.2,1507.4,10024420
2024-03-05,1505.8,1507.4,1486.05,1500.2,7107668
2024-03-06,1493.45,1509.0,1478.5,1503.0,7805676
2024-03-07,1503.0,1503.1,1475.55,1478.9,8315726
2024-03-11,1489.0,1489.0,1463.5,1466.6,11277130
2024-03-12,1466.6,1488.0,1465.0,1475.4,9432678
2024-03-13,1479.8,1483.1,1427.8,1432.2,13522134
2024-03-14,1439.7,1448.5,1425.5,1431.5,18571102
2024-03-15,1425.95,1433.2,1412.9,1418.2,19223818
2024-03-18,1420.0,1441.7,1416.5,1439.5,9169392
2024-03-19,1428.75,1437.6,1417.25,1425.25,8275764
2024-03-20,1427.95,1445.0,1424.0,1443.75,8488806
2024-03-21,1452.5,1457.9,1444.7,1451.0,13006936
2024-03-22,1450.0,1460.0,1447.35,1455.0,19527608
2024-03-26,1445.0,1452.4,1439.0,1441.6,11415906
2024-03-27,1448.0,1500.0,1447.0,1492.85,16326644
2024-03-28,1492.9,1505.95,1478.65,1485.85,21854364
2024-04-01,1492.5,1494.0,1482.5,1484.8,5013880
2024-04-02,1484.0,1494.0,1475.0,1486.95,8910166
2024-04-03,1482.1,1484.45,1468.9,1471.6,7008292
2024-04-04,1479.75,1479.75,1450.0,1462.9,14490272
2024-04-05,1460.9,1470.8,1456.0,1460.1,7442298
2024-04-08,1463.0,1491.0,1461.0,1486.0,8357118
2024-04-09,1489.0,1489.8,1462.5,1463.65,7071414
2024-04-10,1466.35,1487.0,1466.35,1479.6,9138330
2024-04-12,1475.9,1486.5,1463.1,1467.15,15551012
2024-04-15,1461.0,1482.1,1446.3,1464.8,12902062
2024-04-16,1453.35,1471.2,1450.9,1465.75,9366184
2024-04-18,1463.5,1486.0,1459.35,1464.3,19005692
2024-04-19,1456.8,1474.0,1443.0,1470.1,15741778
2024-04-22,1472.45,1482.8,1467.8,1479.85,10350362
2024-04-23,1479.0,1493.5,1455.55,1459.3,14605554
2024-04-24,1463.5,1468.55,1449.5,1450.2,10462776
2024-04-25,1442.5,1468.0,1441.5,1460.0,15943926
2024-04-26,1463.95,1465.0,1450.0,1452.55,9413848
2024-04-29,1450.0,1467.9,1450.0,1465.0,7247974
2024-04-30,1468.0,1483.1,1462.9,1467.0,11474262
2024-05-02,1472.0,1477.3,1464.1,1466.55,14512646
2024-05-03,1471.0,1474.95,1416.15,1434.0,17226958
2024-05-06,1435.5,1440.0,1418.0,1419.5,7394208
2024-05-07,1416.0,1420.75,1392.0,1401.5,14517472
2024-05-08,1397.5,1432.95,1397.5,1418.55,9439002
2024-05-09,1413.0,1423.75,1390.0,1394.1,11009612
2024-05-10,1396.75,1410.0,1388.1,1407.4,10505096
2024-05-13,1399.9,1407.0,1384.0,1402.7,8456620
2024-05-14,1401.0,1427.1,1400.0,1420.1,7188300
2024-05-15,1420.5,1430.0,1413.0,1416.3,5046534
2024-05-16,1418.55,1427.5,1398.0,1425.35,14711774
2024-05-17,1423.05,1437.2,1413.25,1435.7,10916476
2024-05-18,1437.5,1439.5,1432.7,1434.8,426040
2024-05-21,1425.6,1441.8,1425.6,1436.1,11176128
2024-05-22,1436.3,1468.8,1436.3,1460.65,10281604
2024-05-23,1458.55,1492.2,1455.0,1486.05,14608260
2024-05-24,1483.6,1488.5,1476.1,1480.25,7094776
2024-05-27,1480.2,1484.9,1461.55,1466.25,6629010
2024-05-28,1468.0,1478.5,1452.75,1456.2,7820162
2024-05-29,1446.5,1458.0,1438.45,1440.8,7383556
2024-05-30,1435.5,1440.4,1420.1,1424.85,13206858
2024-05-31,1431.3,1442.25,1422.25,1430.4,31069832
2024-06-03,1483.0,1514.5,1459.0,1510.3,21527942
2024-06-04,1498.05,1498.05,1359.3,1397.3,36709098
2024-06-05,1422.0,1431.15,1384.1,1420.75,17464890
2024-06-06,1435.0,1443.7,1421.35,1431.6,17855722
2024-06-07,1428.5,1472.0,1426.5,1469.95,18558696
2024-06-10,1469.95,1493.35,1468.1,1471.4,9251760
2024-06-11,1469.0,1473.7,1454.7,1456.7,11774902
2024-06-12,1457.5,1476.0,1455.2,1463.3,10081742
2024-06-13,1472.0,1472.25,1460.1,1465.25,9181160
2024-06-14,1470.0,1479.7,1457.2,1477.55,8157998
2024-06-18,1487.35,1487.4,1471.35,1481.0,7196766
2024-06-19,1487.5,1487.5,1456.0,1458.65,8725874
2024-06-20,1459.0,1482.85,1450.1,1473.7,16113776
2024-06-21,1473.6,1474.7,1440.6,1454.2,31170360
2024-06-24,1445.5,1449.5,1437.5,1441.5,8878386
2024-06-25,1443.0,1455.9,1441.0,1454.15,7045386
2024-06-26,1446.05,1519.0,1445.1,1514.0,22014882
2024-06-27,1513.75,1537.5,1506.0,1530.55,28383030
2024-06-28,1531.0,1581.0,1531.0,1565.4,28957336
2024-07-01,1562.5,1579.4,1555.7,1560.15,7724306
2024-07-02,1569.5,1573.5,1557.0,1565.2,7749246
2024-07-03,1566.3,1575.0,1542.8,1552.4,9049620
2024-07-04,1557.0,1567.5,1550.8,1554.0,6837176
2024-07-05,1553.8,1598.5,1548.0,1588.6,12269710
2024-07-08,1589.0,1608.8,1582.5,1600.9,9500806
2024-07-09,1597.6,1600.5,1580.5,1590.3,6960002
2024-07-10,1595.0,1597.5,1563.15,1584.2,7134578
2024-07-11,1587.5,1604.25,1570.5,1580.65,11940946
2024-07-12,1584.5,1605.15,1574.5,1596.7,12924784
2024-07-15,1604.45,1605.85,1585.5,1597.2,5329688
2024-07-16,1593.5,1600.0,1569.1,1576.25,9386838
2024-07-18,1576.0,1593.9,1557.8,1586.7,12298374
2024-07-19,1586.0,1590.0,1552.8,1555.15,13140390
2024-07-22,1537.25,1537.5,1499.3,1500.7,19674376
2024-07-23,1501.0,1505.75,1463.0,1487.9,18052044
2024-07-24,1485.0,1509.5,1476.4,1495.7,11913362
2024-07-25,1481.0,1500.5,1477.1,1492.4,12519876
2024-07-26,1492.4,1512.4,1490.35,1509.0,9859940
2024-07-29,1511.95,1527.5,1511.8,1520.1,7538550
2024-07-30,1517.0,1525.0,1510.0,1513.15,8228208
2024-07-31,1504.0,1510.45,1501.15,1505.4,10057346
2024-08-01,1512.0,1518.0,1504.3,1515.3,10764222
2024-08-02,1505.0,1509.3,1493.3,1499.3,10268248
2024-08-05,1480.0,1483.9,1433.25,1447.3,17046704
2024-08-06,1455.15,1477.5,1451.3,1456.05,10236186
2024-08-07,1469.0,1472.5,1461.5,1464.8,8174568
2024-08-08,1457.5,1465.0,1445.9,1449.1,12387192
2024-08-09,1460.0,1476.5,1456.0,1474.3,6249776
2024-08-12,1470.0,1473.0,1457.75,1460.6,8184584
2024-08-13,1460.75,1470.1,1458.0,1463.6,6265064
2024-08-14,1463.55,1472.0,1453.7,1461.85,6267466
2024-08-16,1468.65,1480.4,1458.05,1478.2,9416902
2024-08-19,1482.5,1498.3,1480.5,1488.4,13797742
2024-08-20,1497.2,1503.9,1490.0,1495.95,8411808
2024-08-21,1493.25,1507.9,1490.0,1498.7,7769996
2024-08-22,1503.0,1506.5,1490.65,1498.1,10445782
2024-08-23,1503.75,1511.3,1498.4,1500.0,9249654
2024-08-26,1507.0,1523.0,1503.0,1512.6,8816114
2024-08-27,1510.5,1513.5,1499.45,1500.45,6251156
2024-08-28,1505.0,1507.5,1493.0,1498.3,9610286
2024-08-29,1503.1,1537.0,1494.0,1520.9,38335358
2024-08-30,1534.0,1539.7,1503.3,1509.6,41620730
